movieId,userId,rec_rating,title,genres
318,9,4.312204,"Shawshank Redemption, The (1994)",Drama
787,9,4.2507744,"Gate of Heavenly Peace, The (1995)",Documentary
2858,9,4.2276235,American Beauty (1999),Comedy|Drama
1136,9,4.2111845,Monty Python and the Holy Grail (1974),Comedy
980,9,4.200405,In the Line of Duty 2 (1987),Action
2905,9,4.195071,Sanjuro (1962),Action|Adventure
720,9,4.194354,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
659,12,5.2046385,Purple Noon (1960),Crime|Thriller
2309,12,4.9053607,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
787,12,4.8917994,"Gate of Heavenly Peace, The (1995)",Documentary
97,12,4.882791,"Hate (Haine, La) (1995)",Drama
811,12,4.8280663,"Bewegte Mann, Der (1994)",Comedy
1243,12,4.814434,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
720,12,4.734053,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
2493,12,4.709219,"Harmonists, The (1997)",Drama
1827,12,4.6962166,"Big One, The (1997)",Comedy|Documentary
2776,12,4.6948814,"Marcello Mastroianni: I Remember Yes, I Remember (1997)",Documentary
2309,13,4.5594482,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
2197,13,4.4094596,Firelight (1997),Drama
980,13,4.3879113,In the Line of Duty 2 (1987),Action
649,13,4.2485733,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
3880,13,4.2128944,"Ballad of Ramblin' Jack, The (2000)",Documentary
666,13,4.2113028,All Things Fair (1996),Drama
527,13,4.2086563,Schindler's List (1993),Drama|War
2905,13,4.2020807,Sanjuro (1962),Action|Adventure
759,13,4.1948433,Maya Lin: A Strong Clear Vision (1994),Documentary
3030,13,4.1858873,Yojimbo (1961),Comedy|Drama|Western
2309,15,4.369931,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
666,15,4.094192,All Things Fair (1996),Drama
649,15,4.03897,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
318,15,3.95209,"Shawshank Redemption, The (1994)",Drama
3625,15,3.9146743,Better Living Through Circuitry (1999),Documentary
3880,15,3.8832562,"Ballad of Ramblin' Jack, The (2000)",Documentary
980,15,3.8795764,In the Line of Duty 2 (1987),Action
2762,15,3.8724973,"Sixth Sense, The (1999)",Thriller
2905,15,3.8717706,Sanjuro (1962),Action|Adventure
3092,15,3.870651,Chushingura (1962),Drama
53,16,4.876551,Lamerica (1994),Drama
3077,16,4.7718573,42 Up (1998),Documentary
2309,16,4.7682676,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
3365,16,4.713509,"Searchers, The (1956)",Western
678,16,4.6820636,Some Folks Call It a Sling Blade (1993),Drama|Thriller
214,16,4.651463,Before the Rain (Pred dozhdot) (1994),Drama
3801,16,4.6269937,Anatomy of a Murder (1959),Drama|Mystery
953,16,4.604893,It's a Wonderful Life (1946),Drama
649,16,4.5831814,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
864,16,4.551611,"Wife, The (1995)",Comedy|Drama
2309,17,5.4897666,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
53,17,5.109332,Lamerica (1994),Drama
2197,17,5.0463324,Firelight (1997),Drama
649,17,5.033955,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
2503,17,4.9459286,"Apple, The (Sib) (1998)",Drama
3022,17,4.8706193,"General, The (1927)",Comedy
787,17,4.861649,"Gate of Heavenly Peace, The (1995)",Documentary
2823,17,4.837922,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Drama
980,17,4.836036,In the Line of Duty 2 (1987),Action
2905,17,4.8195424,Sanjuro (1962),Action|Adventure
2309,19,4.901424,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
649,19,4.554946,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
318,19,4.5113263,"Shawshank Redemption, The (1994)",Drama
2175,19,4.4754615,D�j� Vu (1997),Drama|Romance
53,19,4.448093,Lamerica (1994),Drama
1198,19,4.4344826,Raiders of the Lost Ark (1981),Action|Adventure
260,19,4.409948,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
50,19,4.3705573,"Usual Suspects, The (1995)",Crime|Thriller
787,19,4.3583055,"Gate of Heavenly Peace, The (1995)",Documentary
2571,19,4.336583,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2309,20,5.6631975,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
980,20,5.4285884,In the Line of Duty 2 (1987),Action
3625,20,5.383817,Better Living Through Circuitry (1999),Documentary
3314,20,5.288582,"Big Trees, The (1952)",Action|Drama
439,20,5.2436337,Dangerous Game (1993),Drama
2197,20,5.216268,Firelight (1997),Drama
2937,20,5.213275,"Palm Beach Story, The (1942)",Comedy
1652,20,5.205257,Year of the Horse (1997),Documentary
1420,20,5.1999826,Message to Love: The Isle of Wight Festival (1996),Documentary
649,20,5.183312,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
2309,22,4.3853903,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
659,22,4.263427,Purple Noon (1960),Crime|Thriller
53,22,4.192752,Lamerica (1994),Drama
2493,22,4.1706686,"Harmonists, The (1997)",Drama
787,22,4.0734444,"Gate of Heavenly Peace, The (1995)",Documentary
668,22,4.042535,Pather Panchali (1955),Drama
97,22,3.969466,"Hate (Haine, La) (1995)",Drama
3089,22,3.9600818,"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama
1002,22,3.9544878,Ed's Next Move (1996),Comedy
1901,22,3.9407918,Dear Jesse (1997),Documentary
3885,26,4.2542043,Love & Sex (2000),Comedy|Romance
2309,26,4.20317,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
666,26,4.180851,All Things Fair (1996),Drama
3625,26,4.157268,Better Living Through Circuitry (1999),Documentary
649,26,4.0455217,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
1880,26,3.961794,Lawn Dogs (1997),Drama
1585,26,3.9207332,Love Serenade (1996),Comedy
3003,26,3.9130042,Train of Life (Train De Vie) (1998),Comedy|Drama
2776,26,3.903166,"Marcello Mastroianni: I Remember Yes, I Remember (1997)",Documentary
1814,26,3.8977692,"Price Above Rubies, A (1998)",Drama
1743,27,5.1410437,Arguing the World (1996),Documentary
2823,27,5.0220294,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Drama
659,27,4.989864,Purple Noon (1960),Crime|Thriller
670,27,4.95146,"World of Apu, The (Apur Sansar) (1959)",Drama
2503,27,4.887447,"Apple, The (Sib) (1998)",Drama
3022,27,4.8846564,"General, The (1927)",Comedy
951,27,4.7835045,His Girl Friday (1940),Comedy
923,27,4.770818,Citizen Kane (1941),Drama
912,27,4.7223854,Casablanca (1942),Drama|Romance|War
1546,27,4.7214823,Schizopolis (1996),Comedy
2309,28,4.618947,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
649,28,4.3624234,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
787,28,4.3173833,"Gate of Heavenly Peace, The (1995)",Documentary
2931,28,4.308663,Time of the Gypsies (Dom za vesanje) (1989),Drama
50,28,4.2592688,"Usual Suspects, The (1995)",Crime|Thriller
2830,28,4.251302,Cabaret Balkan (Bure Baruta) (1998),Drama
858,28,4.2438483,"Godfather, The (1972)",Action|Crime|Drama
296,28,4.2205014,Pulp Fiction (1994),Crime|Drama
2858,28,4.211092,American Beauty (1999),Comedy|Drama
2019,28,4.208444,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
2309,31,4.792956,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
980,31,4.692626,In the Line of Duty 2 (1987),Action
260,31,4.6824427,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
1198,31,4.6158895,Raiders of the Lost Ark (1981),Action|Adventure
2813,31,4.575176,"Source, The (1999)",Documentary
2197,31,4.536612,Firelight (1997),Drama
649,31,4.5207987,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
3314,31,4.491957,"Big Trees, The (1952)",Action|Drama
527,31,4.4782743,Schindler's List (1993),Drama|War
318,31,4.466196,"Shawshank Redemption, The (1994)",Drama
2309,34,5.2819095,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
3880,34,5.0456142,"Ballad of Ramblin' Jack, The (2000)",Documentary
649,34,4.9674277,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
2324,34,4.901679,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama
318,34,4.89753,"Shawshank Redemption, The (1994)",Drama
527,34,4.861392,Schindler's List (1993),Drama|War
2493,34,4.7760954,"Harmonists, The (1997)",Drama
53,34,4.7683673,Lamerica (1994),Drama
260,34,4.7406063,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
678,34,4.7324495,Some Folks Call It a Sling Blade (1993),Drama|Thriller
659,35,4.9460163,Purple Noon (1960),Crime|Thriller
2503,35,4.664841,"Apple, The (Sib) (1998)",Drama
53,35,4.528901,Lamerica (1994),Drama
2823,35,4.5207577,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Drama
2309,35,4.498953,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
2931,35,4.402223,Time of the Gypsies (Dom za vesanje) (1989),Drama
2156,35,4.3860064,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama
751,35,4.3605447,Careful (1992),Comedy
3645,35,4.3361883,Cleo From 5 to 7 (Cl�o de 5 � 7) (1962),Drama
3741,35,4.3306494,Badlands (1973),Crime|Drama
1664,37,5.42207,N�nette et Boni (1996),Drama
1067,37,5.201298,"Damsel in Distress, A (1937)",Comedy|Musical|Romance
1696,37,5.1264186,Bent (1997),Drama|War
687,37,5.012995,Country Life (1994),Drama|Romance
759,37,5.0116243,Maya Lin: A Strong Clear Vision (1994),Documentary
2998,37,4.913047,Dreaming of Joseph Lees (1998),Romance
1937,37,4.8693643,Going My Way (1944),Comedy
3625,37,4.8633766,Better Living Through Circuitry (1999),Documentary
3240,37,4.8381586,"Big Tease, The (1999)",Comedy
2197,37,4.8321853,Firelight (1997),Drama
2503,40,4.942236,"Apple, The (Sib) (1998)",Drama
2823,40,4.91716,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Drama
2309,40,4.8329887,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
53,40,4.792861,Lamerica (1994),Drama
3077,40,4.788843,42 Up (1998),Documentary
2197,40,4.7704787,Firelight (1997),Drama
841,40,4.746964,Eyes Without a Face (1959),Horror
2937,40,4.683215,"Palm Beach Story, The (1942)",Comedy
950,40,4.6706295,"Thin Man, The (1934)",Mystery
1284,40,4.6623564,"Big Sleep, The (1946)",Film-Noir|Mystery
1812,41,5.5768933,Wide Awake (1998),Children's|Comedy|Drama
2861,41,5.178474,For Love of the Game (1999),Comedy|Drama
1164,41,5.0400057,Two or Three Things I Know About Her (1966),Drama
3318,41,5.0188465,Deterrence (1998),Thriller
2914,41,4.9923544,Molly (1999),Comedy|Drama
2810,41,4.8837004,Perfect Blue (1997),Animation|Mystery
84,41,4.876868,Last Summer in the Hamptons (1995),Comedy|Drama
320,41,4.863468,Suture (1993),Film-Noir|Thriller
131,41,4.8523192,Frankie Starlight (1995),Drama|Romance
1397,41,4.8395867,Bastard Out of Carolina (1996),Drama
759,43,5.180004,Maya Lin: A Strong Clear Vision (1994),Documentary
2197,43,5.121188,Firelight (1997),Drama
2813,43,5.0639567,"Source, The (1999)",Documentary
670,43,5.018929,"World of Apu, The (Apur Sansar) (1959)",Drama
953,43,5.0018315,It's a Wonderful Life (1946),Drama
649,43,4.979231,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
2309,43,4.9388056,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
527,43,4.928677,Schindler's List (1993),Drama|War
899,43,4.8614616,Singin' in the Rain (1952),Musical|Romance
3022,43,4.860913,"General, The (1927)",Comedy
2813,44,4.7922974,"Source, The (1999)",Documentary
759,44,4.69837,Maya Lin: A Strong Clear Vision (1994),Documentary
260,44,4.664353,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
2493,44,4.6394634,"Harmonists, The (1997)",Drama
670,44,4.633575,"World of Apu, The (Apur Sansar) (1959)",Drama
955,44,4.602524,Bringing Up Baby (1938),Comedy
2197,44,4.599441,Firelight (1997),Drama
527,44,4.5807066,Schindler's List (1993),Drama|War
2309,44,4.578448,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
3022,44,4.5577154,"General, The (1927)",Comedy
2309,47,4.595316,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
649,47,4.4219604,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
2197,47,4.408991,Firelight (1997),Drama
2823,47,4.331348,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Drama
527,47,4.313696,Schindler's List (1993),Drama|War
670,47,4.2814145,"World of Apu, The (Apur Sansar) (1959)",Drama
759,47,4.260715,Maya Lin: A Strong Clear Vision (1994),Documentary
3880,47,4.2444205,"Ballad of Ramblin' Jack, The (2000)",Documentary
954,47,4.238485,Mr. Smith Goes to Washington (1939),Drama
1207,47,4.234013,To Kill a Mockingbird (1962),Drama
2309,48,4.270199,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
649,48,4.053688,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
980,48,3.9899187,In the Line of Duty 2 (1987),Action
527,48,3.9451518,Schindler's List (1993),Drama|War
260,48,3.931025,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
1198,48,3.9253445,Raiders of the Lost Ark (1981),Action|Adventure
318,48,3.9161577,"Shawshank Redemption, The (1994)",Drama
2197,48,3.9013171,Firelight (1997),Drama
53,48,3.883298,Lamerica (1994),Drama
2905,48,3.8683267,Sanjuro (1962),Action|Adventure
3910,52,4.8147006,Dancer in the Dark (2000),Drama|Musical
3303,52,4.770197,Black Tar Heroin: The Dark End of the Street (1999),Documentary
2309,52,4.724633,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
1574,52,4.636622,Fall (1997),Romance
1585,52,4.590458,Love Serenade (1996),Comedy
3161,52,4.559802,Onegin (1999),Drama
3625,52,4.536904,Better Living Through Circuitry (1999),Documentary
666,52,4.520324,All Things Fair (1996),Drama
2579,52,4.355167,Following (1998),Drama
2842,52,4.2581687,Best Laid Plans (1999),Crime|Drama
2309,53,5.9920173,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
53,53,5.6142654,Lamerica (1994),Drama
2503,53,5.5030017,"Apple, The (Sib) (1998)",Drama
659,53,5.4324617,Purple Noon (1960),Crime|Thriller
980,53,5.4169455,In the Line of Duty 2 (1987),Action
2197,53,5.4090114,Firelight (1997),Drama
2931,53,5.371382,Time of the Gypsies (Dom za vesanje) (1989),Drama
787,53,5.3428135,"Gate of Heavenly Peace, The (1995)",Documentary
649,53,5.32548,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
2823,53,5.3179903,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Drama
2309,54,5.1043158,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
649,54,5.00812,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
3022,54,4.81598,"General, The (1927)",Comedy
2197,54,4.7916684,Firelight (1997),Drama
858,54,4.7647104,"Godfather, The (1972)",Action|Crime|Drama
1743,54,4.7455854,Arguing the World (1996),Documentary
670,54,4.7309275,"World of Apu, The (Apur Sansar) (1959)",Drama
720,54,4.726642,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
1204,54,4.7247224,Lawrence of Arabia (1962),Adventure|War
50,54,4.7153506,"Usual Suspects, The (1995)",Crime|Thriller
1546,57,4.5069714,Schizopolis (1996),Comedy
2493,57,4.454137,"Harmonists, The (1997)",Drama
3446,57,4.4137692,Funny Bones (1995),Comedy
2309,57,4.4101777,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
649,57,4.349462,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
3022,57,4.323681,"General, The (1927)",Comedy
787,57,4.3062587,"Gate of Heavenly Peace, The (1995)",Documentary
659,57,4.2778325,Purple Noon (1960),Crime|Thriller
1223,57,4.2743897,"Grand Day Out, A (1992)",Animation|Comedy
2999,57,4.268036,Man of the Century (1999),Comedy
1659,61,4.183816,Hurricane Streets (1998),Drama
3077,61,3.8960223,42 Up (1998),Documentary
411,61,3.85291,You So Crazy (1994),Comedy
84,61,3.78935,Last Summer in the Hamptons (1995),Comedy|Drama
1721,61,3.654801,Titanic (1997),Drama|Romance
214,61,3.645834,Before the Rain (Pred dozhdot) (1994),Drama
953,61,3.6286473,It's a Wonderful Life (1946),Drama
2939,61,3.6233385,Niagara (1953),Drama|Thriller
958,61,3.619833,Lady of Burlesque (1943),Comedy|Mystery
864,61,3.5960438,"Wife, The (1995)",Comedy|Drama
2309,64,5.1899314,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
1136,64,4.9127436,Monty Python and the Holy Grail (1974),Comedy
1216,64,4.9011474,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance
980,64,4.8901978,In the Line of Duty 2 (1987),Action
50,64,4.857959,"Usual Suspects, The (1995)",Crime|Thriller
2571,64,4.841512,"Matrix, The (1999)",Action|Sci-Fi|Thriller
296,64,4.8365536,Pulp Fiction (1994),Crime|Drama
260,64,4.7825484,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
318,64,4.759714,"Shawshank Redemption, The (1994)",Drama
1198,64,4.752407,Raiders of the Lost Ark (1981),Action|Adventure
666,65,5.154365,All Things Fair (1996),Drama
2309,65,5.146157,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
649,65,5.025496,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
3916,65,5.013404,Remember the Titans (2000),Drama
3147,65,5.0094924,"Green Mile, The (1999)",Drama|Thriller
3753,65,4.980795,"Patriot, The (2000)",Action|Drama|War
318,65,4.912823,"Shawshank Redemption, The (1994)",Drama
3077,65,4.9064484,42 Up (1998),Documentary
2762,65,4.9011607,"Sixth Sense, The (1999)",Thriller
356,65,4.8911653,Forrest Gump (1994),Comedy|Romance|War
3885,72,4.6009345,Love & Sex (2000),Comedy|Romance
214,72,4.5364532,Before the Rain (Pred dozhdot) (1994),Drama
649,72,4.529838,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
2309,72,4.4688582,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
863,72,4.4173326,Celestial Clockwork (1994),Comedy
3003,72,4.3930917,Train of Life (Train De Vie) (1998),Comedy|Drama
3025,72,4.385875,Rough Night in Jericho (1967),Western
1880,72,4.3020897,Lawn Dogs (1997),Drama
309,72,4.279548,"Red Firecracker, Green Firecracker (1994)",Drama
1531,72,4.2611847,Losing Chase (1996),Drama
2309,76,5.5147533,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
649,76,5.249057,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
2931,76,4.9823937,Time of the Gypsies (Dom za vesanje) (1989),Drama
2197,76,4.9577613,Firelight (1997),Drama
53,76,4.9267426,Lamerica (1994),Drama
2830,76,4.9152884,Cabaret Balkan (Bure Baruta) (1998),Drama
2019,76,4.9002213,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
980,76,4.899368,In the Line of Duty 2 (1987),Action
1204,76,4.8793936,Lawrence of Arabia (1962),Adventure|War
2905,76,4.8773494,Sanjuro (1962),Action|Adventure
2309,78,4.933339,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
649,78,4.7772675,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
2197,78,4.7675385,Firelight (1997),Drama
2823,78,4.6702456,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Drama
2931,78,4.6545067,Time of the Gypsies (Dom za vesanje) (1989),Drama
53,78,4.582933,Lamerica (1994),Drama
980,78,4.5708337,In the Line of Duty 2 (1987),Action
527,78,4.567844,Schindler's List (1993),Drama|War
1204,78,4.5574236,Lawrence of Arabia (1962),Adventure|War
912,78,4.543834,Casablanca (1942),Drama|Romance|War
2309,81,5.4175706,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
53,81,5.1337323,Lamerica (1994),Drama
649,81,5.04517,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
2503,81,4.9505787,"Apple, The (Sib) (1998)",Drama
858,81,4.919316,"Godfather, The (1972)",Action|Crime|Drama
2830,81,4.9062457,Cabaret Balkan (Bure Baruta) (1998),Drama
2019,81,4.883265,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
2823,81,4.88011,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Drama
1221,81,4.875304,"Godfather: Part II, The (1974)",Action|Crime|Drama
980,81,4.8544035,In the Line of Duty 2 (1987),Action
1846,85,4.537823,Nil By Mouth (1997),Drama
1659,85,4.5248466,Hurricane Streets (1998),Drama
2309,85,4.472779,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
394,85,4.4696827,Coldblooded (1995),Action
2897,85,4.4439263,And the Ship Sails On (E la nave va) (1984),Comedy|War
3077,85,4.4429507,42 Up (1998),Documentary
3885,85,4.4368944,Love & Sex (2000),Comedy|Romance
309,85,4.4096894,"Red Firecracker, Green Firecracker (1994)",Drama
1585,85,4.3791656,Love Serenade (1996),Comedy
53,85,4.374642,Lamerica (1994),Drama
1652,86,5.684356,Year of the Horse (1997),Documentary
1067,86,5.504487,"Damsel in Distress, A (1937)",Comedy|Musical|Romance
320,86,5.4997206,Suture (1993),Film-Noir|Thriller
2197,86,5.489062,Firelight (1997),Drama
1664,86,5.485628,N�nette et Boni (1996),Drama
3625,86,5.375648,Better Living Through Circuitry (1999),Documentary
666,86,5.372455,All Things Fair (1996),Drama
3240,86,5.3291593,"Big Tease, The (1999)",Comedy
2964,86,5.3216944,Julien Donkey-Boy (1999),Drama
937,86,5.298358,Love in the Afternoon (1957),Comedy|Romance
649,88,4.9044533,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
2309,88,4.8458915,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
3885,88,4.7060065,Love & Sex (2000),Comedy|Romance
2776,88,4.6789646,"Marcello Mastroianni: I Remember Yes, I Remember (1997)",Documentary
3894,88,4.6359153,Solas (1999),Drama
326,88,4.6344743,To Live (Huozhe) (1994),Drama
1421,88,4.628601,Grateful Dead (1995),Documentary
858,88,4.57438,"Godfather, The (1972)",Action|Crime|Drama
3003,88,4.570986,Train of Life (Train De Vie) (1998),Comedy|Drama
2905,88,4.5555224,Sanjuro (1962),Action|Adventure
2309,91,6.05457,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
649,91,5.726405,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
318,91,5.388627,"Shawshank Redemption, The (1994)",Drama
53,91,5.3885536,Lamerica (1994),Drama
50,91,5.375477,"Usual Suspects, The (1995)",Crime|Thriller
858,91,5.3606296,"Godfather, The (1972)",Action|Crime|Drama
2830,91,5.3424025,Cabaret Balkan (Bure Baruta) (1998),Drama
2197,91,5.336463,Firelight (1997),Drama
787,91,5.3318734,"Gate of Heavenly Peace, The (1995)",Documentary
2019,91,5.32169,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
3625,92,3.8775578,Better Living Through Circuitry (1999),Documentary
3916,92,3.8572705,Remember the Titans (2000),Drama
573,92,3.744631,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama
1780,92,3.7290974,Ayn Rand: A Sense of Life (1997),Documentary
1101,92,3.7191496,Top Gun (1986),Action|Romance
356,92,3.6893995,Forrest Gump (1994),Comedy|Romance|War
3753,92,3.6818795,"Patriot, The (2000)",Action|Drama|War
3522,92,3.6815577,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama
3540,92,3.6681333,Passion of Mind (1999),Romance|Thriller
318,92,3.6606433,"Shawshank Redemption, The (1994)",Drama
2309,93,4.339534,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
649,93,4.1519036,Cold Fever (� k�ldum klaka) (1994),Comedy|Drama
318,93,4.0338244,"Shawshank Redemption, The (1994)",Drama
1198,93,3.9786508,Raiders of the Lost Ark (1981),Action|Adventure
260,93,3.975236,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
858,93,3.9475572,"Godfather, The (1972)",Action|Crime|Drama
527,93,3.931473,Schindler's List (1993),Drama|War
1250,93,3.9293656,"Bridge on the River Kwai, The (1957)",Drama|War
50,93,3.9018764,"Usual Suspects, The (1995)",Crime|Thriller
53,93,3.8953695,Lamerica (1994),Drama
1780,94,5.9199095,Ayn Rand: A Sense of Life (1997),Documentary
